Sentence #,Word,POS,Tag
Sentence: 75,",",,O
Sentence: 75,Hierarchical,,O
Sentence: 75,Bayesian,,O
Sentence: 75,",",,O
Sentence: 75,R.,,O
Sentence: 75,[SEP],,O
Sentence: 75,7.1,,O
Sentence: 75,Kesimpulan,,O
Sentence: 75,situs,,O
Sentence: 75,pada,,O
Sentence: 75,CRAN,,O
Sentence: 75,melalui,,O
Sentence: 75,R,,O
Sentence: 75,Package,,O
Sentence: 75,untuk,,O
Sentence: 75,model,,O
Sentence: 75,Zero-Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,menggunakan,,O
Sentence: 75,metode,,O
Sentence: 75,Hierarchical,,O
Sentence: 75,Bayesian,,O
Sentence: 75,telah,,O
Sentence: 75,berhasil,,O
Sentence: 75,dibangun,,O
Sentence: 75,dengan,,O
Sentence: 75,nama,,O
Sentence: 75,Package,,O
Sentence: 75,‘saeHB.ZIB’.,,O
Sentence: 75,Package,,O
Sentence: 75,dapat,,O
Sentence: 75,diakses,,O
Sentence: 75,link,,O
Sentence: 75,https,,O
Sentence: 75,:,,O
Sentence: 75,/,,O
Sentence: 75,/,,O
Sentence: 75,cran.rstudio,,O
Sentence: 75,/,,O
Sentence: 75,web,,O
Sentence: 75,/,,O
Sentence: 75,Packages,,O
Sentence: 75,/,,O
Sentence: 75,saeHB.ZIB,,O
Sentence: 75,/,,O
Sentence: 75,.,,O
Sentence: 75,Uji,,O
Sentence: 75,validitas,,O
Sentence: 75,Package,,O
Sentence: 75,yang,,O
Sentence: 75,telah,,O
Sentence: 75,dibangun,,O
Sentence: 75,menunjukkan,,O
Sentence: 75,pola,,O
Sentence: 75,yang,,O
Sentence: 75,diharapkan,,O
Sentence: 75,",",,O
Sentence: 75,model,,O
Sentence: 75,Zero-Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,memiliki,,O
Sentence: 75,nilai,,O
Sentence: 75,MSE,,O
Sentence: 75,yang,,O
Sentence: 75,lebih,,O
Sentence: 75,kecil,,O
Sentence: 75,ketika,,O
Sentence: 75,melakukan,,O
Sentence: 75,estimasi,,O
Sentence: 75,terhadap,,O
Sentence: 75,data,,O
Sentence: 75,biner,,O
Sentence: 75,yang,,O
Sentence: 75,mengandung,,O
Sentence: 75,banyak,,O
Sentence: 75,nilai,,O
Sentence: 75,nol,,O
Sentence: 75,dibandingkan,,O
Sentence: 75,dengan,,O
Sentence: 75,model,,O
Sentence: 75,Binomial.,,O
Sentence: 75,Hasil,,O
Sentence: 75,Uji,,O
Sentence: 75,kelayakan,,O
Sentence: 75,dengan,,O
Sentence: 75,SUS,,B-METODE
Sentence: 75,juga,,O
Sentence: 75,menunjukkan,,O
Sentence: 75,bahwa,,O
Sentence: 75,R,,O
Sentence: 75,Package,,O
Sentence: 75,dapat,,O
Sentence: 75,diterima,,O
Sentence: 75,dengan,,O
Sentence: 75,baik,,O
Sentence: 75,oleh,,O
Sentence: 75,pengguna.,,O
Sentence: 75,Studi,,O
Sentence: 75,kasus,,O
Sentence: 75,dilakukan,,O
Sentence: 75,terhadap,,O
Sentence: 75,proporsi,,O
Sentence: 75,korban,,O
Sentence: 75,kejahatan,,O
Sentence: 75,kekerasan,,O
Sentence: 75,tingkat,,O
Sentence: 75,kabupaten,,O
Sentence: 75,kota,,O
Sentence: 75,dengan,,O
Sentence: 75,menggunakan,,O
Sentence: 75,function,,O
Sentence: 75,dari,,O
Sentence: 75,Package,,O
Sentence: 75,yang,,O
Sentence: 75,telah,,O
Sentence: 75,dibangun.,,O
Sentence: 75,Hasil,,O
Sentence: 75,pengolahan,,O
Sentence: 75,menunjukkan,,O
Sentence: 75,bahwa,,O
Sentence: 75,nilai,,O
Sentence: 75,MSE,,O
Sentence: 75,dari,,O
Sentence: 75,function,,O
Sentence: 75,untuk,,O
Sentence: 75,metode,,O
Sentence: 75,HB,,O
Sentence: 75,Zero-Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,di,,O
Sentence: 75,Package,,O
Sentence: 75,‘saeHB.ZIB’,,O
Sentence: 75,dan,,O
Sentence: 75,function,,O
Sentence: 75,untuk,,O
Sentence: 75,metode,,O
Sentence: 75,HB,,O
Sentence: 75,Binomial,,O
Sentence: 75,di,,O
Sentence: 75,Package,,O
Sentence: 75,‘saeHB’,,O
Sentence: 75,tidak,,O
Sentence: 75,jauh,,O
Sentence: 75,berbeda.,,O
Sentence: 75,Sejumlah,,O
Sentence: 75,data,,O
Sentence: 75,tingkat,,O
Sentence: 75,kabupaten,,O
Sentence: 75,/,,O
Sentence: 75,kota,,O
Sentence: 75,di,,O
Sentence: 75,ubah,,O
Sentence: 75,secara,,O
Sentence: 75,acak,,O
Sentence: 75,menjadi,,O
Sentence: 75,nol,,O
Sentence: 75,sehingga,,O
Sentence: 75,lebih,,O
Sentence: 75,banyak,,O
Sentence: 75,nilai,,O
Sentence: 75,nol,,O
Sentence: 75,pada,,O
Sentence: 75,data,,O
Sentence: 75,",",,O
Sentence: 75,untuk,,O
Sentence: 75,Gambar,,O
Sentence: 75,3.,,O
Sentence: 75,Line,,O
Sentence: 75,Chart,,O
Sentence: 75,Hasil,,O
Sentence: 75,Estimasi,,O
Sentence: 75,(,,O
Sentence: 75,Modifikasi,,O
Sentence: 75,50,,O
Sentence: 75,%,,O
Sentence: 75,),,O
Sentence: 75,5,,O
Sentence: 75,/,,O
Sentence: 75,7,,O
Sentence: 75,mengetahui,,O
Sentence: 75,metode,,O
Sentence: 75,yang,,O
Sentence: 75,lebih,,O
Sentence: 75,baik,,O
Sentence: 75,pada,,O
Sentence: 75,data,,O
Sentence: 75,yang,,O
Sentence: 75,mengandung,,O
Sentence: 75,banyak,,O
Sentence: 75,nilai,,O
Sentence: 75,0.,,O
Sentence: 75,Didapatkan,,O
Sentence: 75,kesimpulan,,O
Sentence: 75,bahwa,,O
Sentence: 75,",",,O
Sentence: 75,ketika,,O
Sentence: 75,nilai,,O
Sentence: 75,nol,,O
Sentence: 75,pada,,O
Sentence: 75,data,,O
Sentence: 75,hampir,,O
Sentence: 75,50,,O
Sentence: 75,persen,,O
Sentence: 75,",",,O
Sentence: 75,maka,,O
Sentence: 75,pendugaan,,O
Sentence: 75,menggunakan,,O
Sentence: 75,metode,,O
Sentence: 75,HB,,O
Sentence: 75,Zero-,,O
Sentence: 75,Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,menghasilkan,,O
Sentence: 75,nilai,,O
Sentence: 75,MSE,,O
Sentence: 75,yang,,O
Sentence: 75,lebih,,O
Sentence: 75,kecil,,O
Sentence: 75,daripada,,O
Sentence: 75,metode,,O
Sentence: 75,HB,,O
Sentence: 75,Binomial.,,O
Sentence: 75,Hal,,O
Sentence: 75,ini,,O
Sentence: 75,menunjukkan,,O
Sentence: 75,bahwa,,O
Sentence: 75,implementasi,,O
Sentence: 75,model,,O
Sentence: 75,HB,,O
Sentence: 75,Zero-Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,mampu,,O
Sentence: 75,menghasilkan,,O
Sentence: 75,hasil,,O
Sentence: 75,estimasi,,O
Sentence: 75,yang,,O
Sentence: 75,lebih,,O
Sentence: 75,baik,,O
Sentence: 75,dari,,O
Sentence: 75,pada,,O
Sentence: 75,estimasi,,O
Sentence: 75,langsung,,O
Sentence: 75,dan,,O
Sentence: 75,dengan,,O
Sentence: 75,metode,,O
Sentence: 75,HB,,O
Sentence: 75,Binomial,,O
Sentence: 75,untuk,,O
Sentence: 75,estimasi,,O
Sentence: 75,proporsi,,O
Sentence: 75,korban,,O
Sentence: 75,kejahatan,,O
Sentence: 75,kekerasan,,O
Sentence: 75,tahun,,O
Sentence: 75,2018.,,O
Sentence: 75,7.2,,O
Sentence: 75,Saran,,O
Sentence: 75,Dari,,O
Sentence: 75,hasil,,O
Sentence: 75,dan,,O
Sentence: 75,kesimpulan,,O
Sentence: 75,penelitian,,O
Sentence: 75,yang,,O
Sentence: 75,dipaparkan,,O
Sentence: 75,diatas,,O
Sentence: 75,",",,O
Sentence: 75,penulis,,O
Sentence: 75,dapat,,O
Sentence: 75,memberikan,,O
Sentence: 75,saran,,O
Sentence: 75,sebagai,,O
Sentence: 75,berikut,,O
Sentence: 75,:,,O
Sentence: 75,1.,,O
Sentence: 75,Model,,O
Sentence: 75,Zero-Inflated,,O
Sentence: 75,Binomial,,O
Sentence: 75,mampu,,O
Sentence: 75,menghasilkan,,O
Sentence: 75,MSE,,O
Sentence: 75,yang,,O
Sentence: 75,kecil,,O
Sentence: 75,dibandingkan,,O
Sentence: 75,model,,O
Sentence: 75,Binomial,,O
Sentence: 75,Ketika,,O
Sentence: 75,dihadapkan,,O
Sentence: 75,dengan,,O
Sentence: 75,data,,O
Sentence: 75,biner,,O
Sentence: 75,yang,,O
Sentence: 75,memiliki,,O
Sentence: 75,banyak,,O
Sentence: 75,nilai,,O
Sentence: 75,nol.,,O
Sentence: 75,Namun,,O
Sentence: 75,",",,O
Sentence: 75,nilai,,O
Sentence: 75,estimasi,,O
Sentence: 75,belum,,O
Sentence: 75,menunjukkan,,O
Sentence: 75,nilai,,O
Sentence: 75,RSE,,O
Sentence: 75,yang,,O
Sentence: 75,dapat,,O
Sentence: 75,digunakan,,O
Sentence: 75,sebagai,,O
Sentence: 75,official,,O
Sentence: 75,statistic,,O
Sentence: 75,walaupun,,O
Sentence: 75,nilai,,O
Sentence: 75,RSE,,O
Sentence: 75,lebih,,O
Sentence: 75,kecil,,O
Sentence: 75,jika,,O
Sentence: 75,dibandingkan,,O
Sentence: 75,dengan,,O
Sentence: 75,estimasi,,O
Sentence: 75,langsung.,,O
Sentence: 75,2.,,O
Sentence: 75,Pada,,O
Sentence: 75,studi,,O
Sentence: 75,kasus,,O
Sentence: 75,",",,O
Sentence: 75,pemilihan,,O
Sentence: 75,variable,,O
Sentence: 75,penyerta,,O
Sentence: 75,dapat,,O
Sentence: 75,dilakukan,,O
Sentence: 75,dengan,,O
Sentence: 75,lebih,,O
Sentence: 75,baik,,O
Sentence: 75,sehingga,,O
Sentence: 75,dapat,,O
Sentence: 75,menghasilkan,,O
Sentence: 75,hasil,,O
Sentence: 75,estimasi,,O
Sentence: 75,yang,,O
Sentence: 75,lebih,,O
Sentence: 75,baik.,,O
Sentence: 76,Text,,O
Sentence: 76,Mining,,O
Sentence: 76,terhadap,,O
Sentence: 76,Perilaku,,O
Sentence: 76,Cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,Karakteristik,,O
Sentence: 76,Demografi,,O
Sentence: 76,Pengguna,,O
Sentence: 76,Twitter,,O
Sentence: 76,di,,O
Sentence: 76,Indonesia,,O
Sentence: 76,Eka,,O
Sentence: 76,Putri,,O
Sentence: 76,S,,O
Sentence: 76,(,,O
Sentence: 76,221709654,,O
Sentence: 76,",",,O
Sentence: 76,4SD1,,O
Sentence: 76,),,O
Sentence: 76,Dosen,,O
Sentence: 76,Pembimbing,,O
Sentence: 76,:,,O
Sentence: 76,Budi,,O
Sentence: 76,Yuniarto,,O
Sentence: 76,",",,O
Sentence: 76,SST.,,O
Sentence: 76,",",,O
Sentence: 76,M.Si.,,O
Sentence: 76,Ringkasan—,,O
Sentence: 76,Cyberbullying,,O
Sentence: 76,menjadi,,O
Sentence: 76,salah,,O
Sentence: 76,satu,,O
Sentence: 76,isu,,O
Sentence: 76,sosial,,O
Sentence: 76,yang,,O
Sentence: 76,perlu,,O
Sentence: 76,diperhatikan,,O
Sentence: 76,dalam,,O
Sentence: 76,penggunaan,,O
Sentence: 76,media,,O
Sentence: 76,sosial,,O
Sentence: 76,yang,,O
Sentence: 76,semakin,,O
Sentence: 76,meningkat,,O
Sentence: 76,dan,,O
Sentence: 76,tidak,,O
Sentence: 76,bisa,,O
Sentence: 76,dihindari.,,O
Sentence: 76,Media,,O
Sentence: 76,sosial,,O
Sentence: 76,sebagai,,O
Sentence: 76,alat,,O
Sentence: 76,komunikasi,,O
Sentence: 76,terhubung,,O
Sentence: 76,secara,,O
Sentence: 76,luas,,O
Sentence: 76,dengan,,O
Sentence: 76,siapa,,O
Sentence: 76,pun,,O
Sentence: 76,memberikan,,O
Sentence: 76,semakin,,O
Sentence: 76,banyak,,O
Sentence: 76,kesempatan,,O
Sentence: 76,untuk,,O
Sentence: 76,berekspresi,,O
Sentence: 76,dengan,,O
Sentence: 76,batasan,,O
Sentence: 76,penggunaan,,O
Sentence: 76,bahasa,,O
Sentence: 76,yang,,O
Sentence: 76,minim.,,O
Sentence: 76,Penelitian,,O
Sentence: 76,ini,,O
Sentence: 76,bertujuan,,O
Sentence: 76,untuk,,O
Sentence: 76,mengidentifikasi,,B-TUJUAN
Sentence: 76,teks,,I-TUJUAN
Sentence: 76,cyberbullying,,I-TUJUAN
Sentence: 76,pada,,I-TUJUAN
Sentence: 76,studi,,I-TUJUAN
Sentence: 76,kasus,,I-TUJUAN
Sentence: 76,Twitter,,I-TUJUAN
Sentence: 76,dengan,,I-TUJUAN
Sentence: 76,menggunakan,,I-TUJUAN
Sentence: 76,metode,,I-TUJUAN
Sentence: 76,Lexicon,,I-TUJUAN
Sentence: 76,Based,,I-TUJUAN
Sentence: 76,dan,,I-TUJUAN
Sentence: 76,Multinomial,,I-TUJUAN
Sentence: 76,Naïve,,I-TUJUAN
Sentence: 76,Bayes.,,I-TUJUAN
Sentence: 76,Metode,,O
Sentence: 76,Multinomial,,O
Sentence: 76,Naïve,,O
Sentence: 76,Bayes,,O
Sentence: 76,dilakukan,,O
Sentence: 76,dengan,,O
Sentence: 76,teknik,,O
Sentence: 76,semi-supervised,,O
Sentence: 76,learning,,O
Sentence: 76,untuk,,O
Sentence: 76,menghasilkan,,O
Sentence: 76,pseudo-label,,O
Sentence: 76,pada,,O
Sentence: 76,data,,O
Sentence: 76,yang,,O
Sentence: 76,berjumlah,,O
Sentence: 76,banyak.,,O
Sentence: 76,Penelitian,,O
Sentence: 76,juga,,O
Sentence: 76,memprediksi,,O
Sentence: 76,karakteristik,,O
Sentence: 76,demografi,,O
Sentence: 76,pengguna,,O
Sentence: 76,mencakup,,O
Sentence: 76,gender,,O
Sentence: 76,dan,,O
Sentence: 76,kelompok,,O
Sentence: 76,umur.,,O
Sentence: 76,Untuk,,O
Sentence: 76,mengetahui,,O
Sentence: 76,gambaran,,O
Sentence: 76,dari,,O
Sentence: 76,pola,,O
Sentence: 76,pengelompokkan,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,",",,O
Sentence: 76,dilakukan,,O
Sentence: 76,analisis,,B-METODE
Sentence: 76,deskriptif,,I-METODE
Sentence: 76,terhadap,,O
Sentence: 76,data,,O
Sentence: 76,Metode,,O
Sentence: 76,Multinomial,,O
Sentence: 76,Naïve,,O
Sentence: 76,Bayes,,O
Sentence: 76,dengan,,O
Sentence: 76,teknik,,O
Sentence: 76,semi-supervised,,O
Sentence: 76,learning,,O
Sentence: 76,menunjukkan,,O
Sentence: 76,akurasi,,O
Sentence: 76,yang,,O
Sentence: 76,lebih,,O
Sentence: 76,baik,,O
Sentence: 76,daripada,,O
Sentence: 76,metode,,O
Sentence: 76,Lexicon,,O
Sentence: 76,Based,,O
Sentence: 76,dalam,,O
Sentence: 76,mengklasifikasi,,O
Sentence: 76,twit,,O
Sentence: 76,cyberbullying.,,O
Sentence: 76,Hasilnya,,B-TEMUAN
Sentence: 76,pada,,I-TEMUAN
Sentence: 76,kurun,,I-TEMUAN
Sentence: 76,waktu,,I-TEMUAN
Sentence: 76,Januari,,I-TEMUAN
Sentence: 76,2021,,I-TEMUAN
Sentence: 76,",",,I-TEMUAN
Sentence: 76,cyberbullying,,I-TEMUAN
Sentence: 76,di,,I-TEMUAN
Sentence: 76,Twitter,,I-TEMUAN
Sentence: 76,didominasi,,I-TEMUAN
Sentence: 76,oleh,,I-TEMUAN
Sentence: 76,gender,,I-TEMUAN
Sentence: 76,laki-laki,,I-TEMUAN
Sentence: 76,dan,,I-TEMUAN
Sentence: 76,kelompok,,I-TEMUAN
Sentence: 76,usia,,I-TEMUAN
Sentence: 76,di,,I-TEMUAN
Sentence: 76,bawah,,I-TEMUAN
Sentence: 76,30,,I-TEMUAN
Sentence: 76,tahun.,,I-TEMUAN
Sentence: 76,twit,,O
Sentence: 76,yang,,O
Sentence: 76,sudah,,O
Sentence: 76,dikumpulkan.,,O
Sentence: 76,ini,,O
Sentence: 76,Kata,,O
Sentence: 76,Kunci—,,O
Sentence: 76,Cyberbullying,,O
Sentence: 76,",",,O
Sentence: 76,Text,,O
Sentence: 76,Mining,,O
Sentence: 76,",",,O
Sentence: 76,Klasifikasi,,O
Sentence: 76,",",,O
Sentence: 76,Multinomial,,O
Sentence: 76,Naïve,,O
Sentence: 76,Bayes,,O
Sentence: 76,",",,O
Sentence: 76,Lexicon,,O
Sentence: 76,Based,,O
Sentence: 76,[SEP],,O
Sentence: 76,A.,,O
Sentence: 76,Kesimpulan,,O
Sentence: 76,Berdasarkan,,O
Sentence: 76,hasil,,O
Sentence: 76,penelitian,,O
Sentence: 76,di,,O
Sentence: 76,atas,,O
Sentence: 76,",",,O
Sentence: 76,dapat,,O
Sentence: 76,diperoleh,,O
Sentence: 76,kesimpulan,,O
Sentence: 76,sebagai,,O
Sentence: 76,berikut.,,O
Sentence: 76,1.,,O
Sentence: 76,Hasil,,O
Sentence: 76,prediksi,,O
Sentence: 76,inferensi,,O
Sentence: 76,pengguna,,O
Sentence: 76,Twitter,,O
Sentence: 76,menujukkan,,O
Sentence: 76,twit,,O
Sentence: 76,dengan,,O
Sentence: 76,kata,,O
Sentence: 76,kunci,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,dan,,O
Sentence: 76,minimal,,O
Sentence: 76,mendapat,,O
Sentence: 76,satu,,O
Sentence: 76,kali,,O
Sentence: 76,interaksi,,O
Sentence: 76,berasal,,O
Sentence: 76,dari,,O
Sentence: 76,pengguna,,O
Sentence: 76,yang,,O
Sentence: 76,didominasi,,O
Sentence: 76,oleh,,O
Sentence: 76,gender,,O
Sentence: 76,laki-laki,,O
Sentence: 76,sebanyak,,O
Sentence: 76,"59,23",,O
Sentence: 76,%,,O
Sentence: 76,dan,,O
Sentence: 76,kelompok,,O
Sentence: 76,kurang,,O
Sentence: 76,dari,,O
Sentence: 76,18,,O
Sentence: 76,tahun,,O
Sentence: 76,sebanyak,,O
Sentence: 76,"47,69",,O
Sentence: 76,%,,O
Sentence: 76,.,,O
Sentence: 76,2.,,O
Sentence: 76,Klasifikasi,,B-METODE
Sentence: 76,dengan,,O
Sentence: 76,metode,,B-METODE
Sentence: 76,Lexicon,,I-METODE
Sentence: 76,Based,,I-METODE
Sentence: 76,memberikan,,O
Sentence: 76,akurasi,,O
Sentence: 76,sebesar,,O
Sentence: 76,"51,71",,O
Sentence: 76,%,,O
Sentence: 76,sebelum,,O
Sentence: 76,kata,,O
Sentence: 76,kunci,,O
Sentence: 76,dihapus.,,O
Sentence: 76,Selain,,O
Sentence: 76,untuk,,O
Sentence: 76,tujuan,,O
Sentence: 76,menyindir,,O
Sentence: 76,atau,,O
Sentence: 76,mengujar,,O
Sentence: 76,kebencian,,O
Sentence: 76,",",,O
Sentence: 76,kata,,O
Sentence: 76,7,,O
Sentence: 76,/,,O
Sentence: 76,8,,O
Sentence: 76,Gambar,,O
Sentence: 76,4.,,O
Sentence: 76,Frekuensi,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,waktu,,O
Sentence: 76,Gambar,,O
Sentence: 76,5.,,O
Sentence: 76,Frekuensi,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,hari,,O
Sentence: 76,Cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,karakteristik,,O
Sentence: 76,demografi,,O
Sentence: 76,pengguna,,O
Sentence: 76,Twitter,,O
Sentence: 76,Berdasarkan,,O
Sentence: 76,karakteristik,,O
Sentence: 76,gender,,O
Sentence: 76,",",,O
Sentence: 76,sebanyak,,O
Sentence: 76,"65,25",,O
Sentence: 76,%,,O
Sentence: 76,pelaku,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,di,,O
Sentence: 76,Twitter,,O
Sentence: 76,yang,,O
Sentence: 76,mendapatkan,,O
Sentence: 76,minimal,,O
Sentence: 76,satu,,O
Sentence: 76,interaksi,,O
Sentence: 76,pada,,O
Sentence: 76,Januari,,O
Sentence: 76,2021,,O
Sentence: 76,adalah,,O
Sentence: 76,laki-laki,,O
Sentence: 76,dan,,O
Sentence: 76,"34,75",,O
Sentence: 76,%,,O
Sentence: 76,adalah,,O
Sentence: 76,perempuan.,,O
Sentence: 76,Gambar,,O
Sentence: 76,6.,,O
Sentence: 76,menunjukkan,,O
Sentence: 76,twit,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,gender.,,O
Sentence: 76,frekuensi,,O
Sentence: 76,Gambar,,O
Sentence: 76,6.,,O
Sentence: 76,Frekuensi,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,berdasarkan,,O
Sentence: 76,gender,,O
Sentence: 76,Dari,,O
Sentence: 76,hasil,,O
Sentence: 76,visualisasi,,O
Sentence: 76,di,,O
Sentence: 76,atas,,O
Sentence: 76,dapat,,O
Sentence: 76,dilihat,,O
Sentence: 76,bahwa,,O
Sentence: 76,laki-laki,,O
Sentence: 76,lebih,,O
Sentence: 76,cenderung,,O
Sentence: 76,melakukan,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,daripada,,O
Sentence: 76,wanita.,,O
Sentence: 76,Hal,,O
Sentence: 76,ini,,O
Sentence: 76,sejalan,,O
Sentence: 76,dengan,,O
Sentence: 76,penelitian,,O
Sentence: 76,yang,,O
Sentence: 76,menjelaskan,,O
Sentence: 76,bahwa,,O
Sentence: 76,ketika,,O
Sentence: 76,gender,,O
Sentence: 76,dipertimbangkan,,O
Sentence: 76,",",,O
Sentence: 76,terdapat,,O
Sentence: 76,perbedaan,,O
Sentence: 76,signifikan,,O
Sentence: 76,dalam,,O
Sentence: 76,kunci,,O
Sentence: 76,yang,,O
Sentence: 76,merupakan,,O
Sentence: 76,kata-kata,,O
Sentence: 76,umpatan,,O
Sentence: 76,juga,,O
Sentence: 76,digunakan,,O
Sentence: 76,oleh,,O
Sentence: 76,pengguna,,O
Sentence: 76,Twitter,,O
Sentence: 76,untuk,,O
Sentence: 76,mengekspresikan,,O
Sentence: 76,kemarahan,,O
Sentence: 76,",",,O
Sentence: 76,rasa,,O
Sentence: 76,sakit,,O
Sentence: 76,",",,O
Sentence: 76,kegembiraan,,O
Sentence: 76,",",,O
Sentence: 76,frustrasi,,O
Sentence: 76,",",,O
Sentence: 76,atau,,O
Sentence: 76,keterkejutan.,,O
Sentence: 76,Dengan,,O
Sentence: 76,tidak,,O
Sentence: 76,mengikutsertakan,,O
Sentence: 76,kata,,O
Sentence: 76,kunci,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,",",,O
Sentence: 76,klasifikasi,,O
Sentence: 76,dengan,,O
Sentence: 76,metode,,O
Sentence: 76,Lexicon,,O
Sentence: 76,Based,,O
Sentence: 76,memberikan,,O
Sentence: 76,akurasi,,O
Sentence: 76,sebesar,,O
Sentence: 76,"62,59",,O
Sentence: 76,%,,O
Sentence: 76,.,,O
Sentence: 76,Sedangkan,,O
Sentence: 76,model,,O
Sentence: 76,Multinomial,,O
Sentence: 76,Naïve,,O
Sentence: 76,Bayes,,O
Sentence: 76,dengan,,O
Sentence: 76,teknik,,O
Sentence: 76,semi-supervised,,O
Sentence: 76,Learning,,O
Sentence: 76,menunjukkan,,O
Sentence: 76,akurasi,,O
Sentence: 76,yang,,O
Sentence: 76,paling,,O
Sentence: 76,baik,,O
Sentence: 76,sebesar,,O
Sentence: 76,"74,64",,O
Sentence: 76,%,,O
Sentence: 76,dalam,,O
Sentence: 76,megklasifikasi,,O
Sentence: 76,twit,,O
Sentence: 76,cyberbullying.,,O
Sentence: 76,3.,,O
Sentence: 76,Korelasi,,O
Sentence: 76,antara,,O
Sentence: 76,variabel,,O
Sentence: 76,numerik,,O
Sentence: 76,menunjukkan,,O
Sentence: 76,tidak,,O
Sentence: 76,ada,,O
Sentence: 76,korelasi,,O
Sentence: 76,antara,,O
Sentence: 76,nilai,,O
Sentence: 76,sentimen,,O
Sentence: 76,dengan,,O
Sentence: 76,jumlah,,O
Sentence: 76,interaksi.,,O
Sentence: 76,Positif,,O
Sentence: 76,atau,,O
Sentence: 76,negatifnya,,O
Sentence: 76,sentimen,,O
Sentence: 76,dari,,O
Sentence: 76,sebuah,,O
Sentence: 76,twit,,O
Sentence: 76,tidak,,O
Sentence: 76,ada,,O
Sentence: 76,hubungannya,,O
Sentence: 76,dengan,,O
Sentence: 76,seberapa,,O
Sentence: 76,banyak,,O
Sentence: 76,keterlibatan,,O
Sentence: 76,",",,O
Sentence: 76,ketertarikan,,O
Sentence: 76,",",,O
Sentence: 76,dan,,O
Sentence: 76,interaksi,,O
Sentence: 76,yang,,O
Sentence: 76,dia,,O
Sentence: 76,dapatkan.,,O
Sentence: 76,4.,,O
Sentence: 76,Perilaku,,O
Sentence: 76,cyberbullying,,O
Sentence: 76,di,,O
Sentence: 76,Twitter,,O
Sentence: 76,paling,,O
Sentence: 76,sering,,O
Sentence: 76,terjadi,,O
Sentence: 76,pada,,O
Sentence: 76,akhir,,O
Sentence: 76,pekan,,O
Sentence: 76,dan,,O
Sentence: 76,malam,,O
Sentence: 76,hari,,O
Sentence: 76,oleh,,O
Sentence: 76,gender,,O
Sentence: 76,laki-laki,,O
Sentence: 76,dan,,O
Sentence: 76,kelompok,,O
Sentence: 76,usia,,O
Sentence: 76,kurang,,O
Sentence: 76,dari,,O
Sentence: 76,18,,O
Sentence: 76,tahun,,O
Sentence: 76,diikuti,,O
Sentence: 76,oleh,,O
Sentence: 76,kelompok,,O
Sentence: 76,usia,,O
Sentence: 76,19-29,,O
Sentence: 76,tahun,,O
Sentence: 76,dengan,,O
Sentence: 76,perbedaan,,O
Sentence: 76,yang,,O
Sentence: 76,tidak,,O
Sentence: 76,signifikan.,,O
Sentence: 76,B.,,O
Sentence: 76,Saran,,O
Sentence: 76,Beberapa,,O
Sentence: 76,saran,,O
Sentence: 76,yang,,O
Sentence: 76,dapat,,O
Sentence: 76,dipertimbangkan,,O
Sentence: 76,untuk,,O
Sentence: 76,penelitian,,O
Sentence: 76,berikutnya,,O
Sentence: 76,adalah,,O
Sentence: 76,sebagai,,O
Sentence: 76,berikut.,,O
Sentence: 76,1.,,O
Sentence: 76,Memisahkan,,O
Sentence: 76,twit,,O
Sentence: 76,dengan,,O
Sentence: 76,kata,,O
Sentence: 76,kunci,,O
Sentence: 76,yang,,O
Sentence: 76,memiliki,,O
Sentence: 76,arti,,O
Sentence: 76,harfiah,,O
Sentence: 76,seperti,,O
Sentence: 76,nama-nama,,O
Sentence: 76,hewan,,O
Sentence: 76,yang,,O
Sentence: 76,tidak,,O
Sentence: 76,ditujukan,,O
Sentence: 76,untuk,,O
Sentence: 76,disampaikan,,O
Sentence: 76,dalam,,O
Sentence: 76,makna,,O
Sentence: 76,lain.,,O
Sentence: 76,2.,,O
Sentence: 76,Penambahan,,O
Sentence: 76,kata,,O
Sentence: 76,kunci,,O
Sentence: 76,baru,,O
Sentence: 76,berbahasa,,O
Sentence: 76,Inggris,,O
Sentence: 76,dengan,,O
Sentence: 76,mempertimbangkan,,O
Sentence: 76,penduduk,,O
Sentence: 76,semakin,,O
Sentence: 76,Indonesia,,O
Sentence: 76,kelompok,,O
Sentence: 76,usia,,O
Sentence: 76,muda,,O
Sentence: 76,yang,,O
Sentence: 76,menggunakan,,O
Sentence: 76,Bahasa,,O
Sentence: 76,Inggris,,O
Sentence: 76,di,,O
